Date,Open,High,Low,Close,Volume
2024-11-08,24207.7,24276.15,24066.65,24148.2,298725122
2024-11-11,24087.25,24336.8,24004.6,24141.3,273370562
2024-11-12,24225.8,24242.0,23839.15,23883.45,255825829
2024-11-13,23822.45,23873.6,23509.6,23559.05,304569316
2024-11-14,23542.15,23675.9,23484.15,23532.7,257708474
2024-11-18,23605.3,23606.8,23350.4,23453.8,263311912
2024-11-19,23529.55,23780.65,23464.8,23518.5,297477279
2024-11-21,23488.45,23507.3,23263.15,23349.9,420332354
2024-11-22,23411.8,23956.1,23359.0,23907.25,367562789
2024-11-25,24253.55,24351.55,24135.45,24221.9,687172787
2024-11-26,24343.3,24343.3,24125.4,24194.5,230691771
2024-11-27,24204.8,24354.55,24145.65,24274.9,295011445
2024-11-28,24274.15,24345.75,23873.35,23914.15,366745300
2024-11-29,23927.15,24188.45,23927.15,24131.1,282104071
2024-12-02,24140.85,24301.7,24008.65,24276.05,220384187
2024-12-03,24367.5,24481.35,24280.0,24457.15,339470947
2024-12-04,24488.75,24573.2,24366.3,24467.45,348003156
2024-12-05,24539.15,24857.75,24295.55,24708.4,361469920
2024-12-06,24729.45,24751.05,24620.5,24677.8,226731303
2024-12-09,24633.9,24705.0,24580.05,24619.0,248139308
2024-12-10,24652.65,24677.8,24510.65,24610.05,261048951
2024-12-11,24620.5,24691.75,24583.85,24641.8,187252712
2024-12-12,24604.45,24675.25,24527.95,24548.7,266051129
2024-12-13,24498.35,24792.3,24180.8,24768.3,310080852
2024-12-16,24753.4,24781.25,24601.75,24668.25,187551629
2024-12-17,24584.8,24624.1,24303.45,24336.0,264881033
2024-12-18,24297.95,24394.45,24149.85,24198.85,235346534
2024-12-19,23877.15,24004.9,23870.3,23951.7,271128027
2024-12-20,23960.7,24065.8,23537.35,23587.5,442714411
2024-12-23,23738.2,23869.55,23647.2,23753.45,189758237
2024-12-24,23769.1,23867.65,23685.15,23727.65,177664746
2024-12-26,23775.8,23854.5,23653.6,23750.2,177681783
2024-12-27,23801.4,23938.85,23800.6,23813.4,176821521
2024-12-30,23796.9,23915.35,23599.3,23644.9,364929453
2024-12-31,23560.6,23689.85,23460.45,23644.8,193627727
2025-01-01,23637.65,23822.8,23562.8,23742.9,154921938
2025-01-02,23783.0,24226.7,23751.55,24188.65,283200811
2025-01-03,24196.4,24196.45,23976.0,24004.75,312279515
2025-01-06,24045.8,24089.95,23551.9,23616.05,278061806
2025-01-07,23679.9,23795.2,23637.8,23707.9,262337253
2025-01-08,23746.65,23751.85,23496.15,23688.95,266375381
2025-01-09,23674.75,23689.5,23503.05,23526.5,269239831
2025-01-10,23551.9,23596.6,23344.35,23431.5,261022434
2025-01-13,23195.4,23340.95,23047.25,23085.95,316481107
2025-01-14,23165.9,23264.95,23134.15,23176.05,311235510
2025-01-15,23250.45,23293.65,23146.45,23213.2,228039156
2025-01-16,23377.25,23391.65,23272.05,23311.8,299416081
2025-01-17,23277.1,23292.1,23100.35,23203.2,272945267
2025-01-20,23290.4,23391.1,23170.65,23344.75,301455455
2025-01-21,23421.65,23426.3,22976.85,23024.65,312871897
2025-01-22,23099.15,23169.55,22981.3,23155.35,275951918
2025-01-23,23128.3,23270.8,23090.65,23205.35,275558357
2025-01-24,23183.9,23347.3,23050.0,23092.2,264336332
2025-01-27,22940.15,23007.45,22786.9,22829.15,257372790
2025-01-28,22960.45,23137.95,22857.65,22957.25,361868609
2025-01-29,23026.75,23183.35,22976.5,23163.1,251208119
2025-01-30,23169.5,23322.05,23139.2,23249.5,384687127
2025-01-31,23296.75,23546.8,23277.4,23508.4,326919177
2025-02-01,23528.6,23632.45,23318.3,23482.15,287703637
2025-02-03,23319.35,23381.6,23222.0,23361.05,347241171
2025-02-04,23509.9,23762.75,23423.15,23739.25,376742506
2025-02-05,23801.75,23807.3,23680.45,23696.3,267014345
2025-02-06,23761.95,23773.55,23556.25,23603.35,306978683
2025-02-07,23649.5,23694.5,23443.2,23559.95,368092482
2025-02-10,23543.8,23568.6,23316.3,23381.6,225529166
2025-02-11,23383.55,23390.05,22986.65,23071.8,267969979
2025-02-12,23050.8,23144.7,22798.35,23045.25,279656513
2025-02-13,23055.75,23235.5,22992.2,23031.4,265706855
2025-02-14,23096.45,23133.7,22774.85,22929.25,254479643
2025-02-17,22809.9,22974.2,22725.45,22959.5,207393944
2025-02-18,22963.65,22992.5,22801.5,22945.3,210616675
2025-02-19,22847.25,23049.95,22814.85,22932.9,206999204
2025-02-20,22821.1,22923.85,22812.75,22913.15,240836647
2025-02-21,22857.2,22921.0,22720.3,22795.9,242753984
2025-02-24,22609.35,22668.05,22518.8,22553.35,214317552
2025-02-25,22516.45,22625.3,22513.9,22547.55,250279519
2025-02-27,22568.95,22613.3,22508.4,22545.05,289230479
2025-02-28,22433.4,22450.35,22104.85,22124.7,551285287
2025-03-03,22194.55,22261.55,22004.7,22119.3,282399735
2025-03-04,21974.45,22105.05,21964.6,22082.65,253260641
2025-03-05,22073.05,22394.9,22067.8,22337.3,305942691
2025-03-06,22476.35,22556.45,22245.85,22544.7,372083680
2025-03-07,22508.65,22633.8,22464.75,22552.5,289765795
2025-03-10,22521.85,22676.75,22429.05,22460.3,293855491
2025-03-11,22345.95,22522.1,22314.7,22497.9,347924102
2025-03-12,22536.35,22577.4,22329.55,22470.5,369736725
2025-03-13,22541.5,22558.05,22377.35,22397.2,287535243
2025-03-17,22353.15,22577.0,22353.15,22508.75,251102239
2025-03-18,22662.25,22857.8,22599.2,22834.3,272578844
2025-03-19,22874.95,22940.7,22807.95,22907.6,323992121
2025-03-20,23036.6,23216.7,22973.95,23190.65,313729818
2025-03-21,23168.25,23402.7,23132.8,23350.4,540966316
2025-03-24,23515.4,23708.75,23433.5,23658.35,311900413
2025-03-25,23751.5,23869.6,23601.4,23668.65,338216746
2025-03-26,23700.95,23736.5,23451.7,23486.85,278590831
2025-03-27,23433.95,23646.45,23412.2,23591.95,510302142
2025-03-28,23600.4,23649.2,23450.2,23519.35,387455531
2025-04-01,23341.1,23565.15,23136.4,23165.7,375118343
2025-04-02,23192.6,23350.0,23158.45,23332.35,340970371
2025-04-03,23150.3,23306.5,23145.8,23250.1,283196379
2025-04-04,23190.4,23214.7,22857.45,22904.45,466776198
2025-04-07,21758.4,22254.0,21743.65,22161.6,647107618
2025-04-08,22446.75,22697.2,22270.85,22535.85,468250807
2025-04-09,22460.3,22468.7,22353.25,22399.15,383822618
2025-04-11,22695.4,22923.9,22695.4,22828.55,402162001
2025-04-15,23368.35,23368.35,23207.0,23328.55,388321931
2025-04-16,23344.1,23452.2,23273.05,23437.2,348424960
2025-04-17,23401.85,23872.35,23298.55,23851.65,505333905
2025-04-21,23949.15,24189.55,23903.65,24125.55,406145632
2025-04-22,24185.4,24242.6,24072.0,24167.25,440940490
2025-04-23,24357.6,24359.3,24119.95,24328.95,415042544
2025-04-24,24277.9,24347.85,24216.15,24246.7,358768165
2025-04-25,24289.0,24365.45,23847.85,24039.35,387741866
2025-04-28,24070.25,24355.1,24054.05,24328.5,320467976
2025-04-29,24370.7,24457.65,24290.75,24335.95,357563224
2025-04-30,24342.05,24396.15,24198.75,24334.2,424452559
2025-05-02,24311.9,24589.15,24238.5,24346.7,421112627
2025-05-05,24419.5,24526.4,24400.65,24461.15,291471628
2025-05-06,24500.75,24509.65,24331.8,24379.6,302354059
2025-05-07,24233.3,24449.6,24220.0,24414.4,330137191
2025-05-08,24431.5,24447.25,24150.2,24273.8,411362230
2025-05-09,23935.75,24164.25,23935.75,24008.0,335550680
2025-05-12,24420.1,24944.8,24378.85,24924.7,368707684
2025-05-13,24864.05,24973.8,24547.5,24578.35,422977876
2025-05-14,24613.8,24767.55,24535.55,24666.9,345490805
2025-05-15,24694.45,25116.25,24494.45,25062.1,500821889
2025-05-16,25064.65,25070.0,24953.05,25019.8,432717092
2025-05-19,25005.35,25062.95,24916.65,24945.45,255254340
2025-05-20,24996.2,25010.35,24669.7,24683.9,414799113
2025-05-21,24744.25,24946.2,24685.35,24813.45,332724952
2025-05-22,24733.95,24737.5,24462.4,24609.7,403279638
2025-05-23,24639.5,24909.05,24614.05,24853.15,270470348
2025-05-26,24919.35,25079.2,24900.5,25001.15,302799227
2025-05-27,24956.65,25062.9,24704.1,24826.2,525653668
2025-05-28,24832.5,24864.25,24737.05,24752.45,684425321
2025-05-29,24825.1,24892.6,24677.3,24833.6,345370611
2025-05-30,24812.6,24863.95,24717.4,24750.7,853890978
2025-06-02,24669.7,24754.4,24526.15,24716.6,311100908
2025-06-03,24786.3,24845.1,24502.15,24542.5,349288937
2025-06-04,24560.45,24644.25,24530.45,24620.2,280862575
2025-06-05,24691.2,24899.85,24613.1,24750.9,388405978
2025-06-06,24748.7,25029.5,24671.45,25003.05,335581057
2025-06-09,25160.1,25160.1,25077.15,25103.2,279219989
2025-06-10,25196.05,25199.3,25055.45,25104.25,307323471
2025-06-11,25134.15,25222.4,25081.3,25141.4,301245273
2025-06-12,25164.45,25196.2,24825.9,24888.2,328310748
2025-06-13,24473.0,24754.35,24473.0,24718.6,318711364
2025-06-16,24732.35,24967.1,24703.6,24946.5,305813047
2025-06-17,24977.85,24982.05,24813.7,24853.4,242415740
2025-06-18,24788.35,24947.55,24750.45,24812.05,237599011
2025-06-19,24803.25,24863.1,24733.4,24793.25,274619935
2025-06-20,24787.65,25136.2,24783.65,25112.4,574654035
2025-06-23,24939.75,25057.0,24824.85,24971.9,248534153
2025-06-24,25179.9,25317.7,24999.7,25044.35,450185468
2025-06-25,25150.35,25266.8,25125.05,25244.75,260582584
2025-06-26,25268.95,25565.3,25259.9,25549.0,428891818
2025-06-27,25576.65,25654.2,25523.55,25637.8,563957748
2025-06-30,25661.65,25669.35,25473.3,25517.05,270981274
2025-07-01,25551.35,25593.4,25501.8,25541.8,260669106
2025-07-02,25588.3,25608.1,25378.75,25453.4,309828013
2025-07-03,25505.1,25587.5,25384.35,25405.3,293428797
2025-07-04,25428.85,25470.25,25331.65,25461.0,193511595
2025-07-07,25450.45,25489.8,25407.25,25461.3,196051345
2025-07-08,25427.85,25548.05,25424.15,25522.5,210410530
2025-07-09,25514.6,25548.7,25424.35,25476.1,239081546
2025-07-10,25511.65,25524.05,25340.45,25355.25,219609322
2025-07-11,25255.5,25322.45,25129.0,25149.85,249987681
2025-07-14,25149.5,25151.1,25001.95,25082.3,259533624
2025-07-15,25089.5,25245.2,25088.45,25195.8,241340130
2025-07-16,25196.6,25255.3,25121.05,25212.05,228815928
2025-07-17,25230.75,25238.35,25101.0,25111.45,243412540
2025-07-18,25108.55,25144.6,24918.65,24968.4,316979826
2025-07-21,24999.0,25111.4,24882.3,25090.7,305216414
2025-07-22,25166.65,25182.0,25035.55,25060.9,483725120
2025-07-23,25139.35,25233.5,25085.5,25219.9,271539651
2025-07-24,25243.3,25246.25,25018.7,25062.1,338728860
2025-07-25,25010.35,25010.35,24806.35,24837.0,278136104
2025-07-28,24782.45,24889.2,24646.6,24680.9,262142969
2025-07-29,24609.65,24847.15,24598.6,24821.1,284657235
2025-07-30,24890.4,24902.3,24771.95,24855.05,243886726
2025-07-31,24642.25,24956.5,24635.0,24768.35,346303628
2025-08-01,24734.9,24784.15,24535.05,24565.35,263357194
2025-08-04,24596.05,24736.25,24554.0,24722.75,259329477
2025-08-05,24720.25,24733.1,24590.3,24649.55,251849778
2025-08-06,24641.35,24671.4,24539.2,24574.2,225091071
2025-08-07,24464.2,24634.2,24344.15,24596.15,616739190
2025-08-08,24544.25,24585.5,24337.5,24363.3,312630157
2025-08-11,24371.5,24600.85,24347.45,24585.05,241145497
2025-08-12,24563.35,24702.6,24465.65,24487.4,237002462
2025-08-13,24586.2,24664.55,24535.25,24619.35,236006791
2025-08-14,24607.25,24673.65,24596.9,24631.3,270162203
2025-08-18,24938.2,25022.0,24852.85,24876.95,363071305
2025-08-19,24891.35,25012.65,24873.95,24980.65,252340828
2025-08-20,24965.8,25088.7,24929.7,25050.55,287054119
2025-08-21,25142.0,25153.65,25054.9,25083.75,226542052
2025-08-22,25064.15,25084.85,24859.15,24870.1,210165384
2025-08-25,24949.15,25021.55,24894.35,24967.75,213032133
2025-08-26,24899.5,24919.65,24689.6,24712.05,750473927
2025-08-28,24695.8,24702.65,24481.6,24500.9,326601486
2025-08-29,24466.7,24572.45,24404.7,24426.85,325543583
2025-09-01,24432.7,24635.6,24432.7,24625.05,229327424
2025-09-02,24653.0,24756.1,24522.35,24579.6,271558516
2025-09-03,24616.5,24737.05,24533.2,24715.05,340283328
2025-09-04,24980.75,24980.75,24708.2,24734.3,314094160
2025-09-05,24818.85,24832.35,24621.6,24741.0,210071924
2025-09-08,24802.6,24885.5,24751.55,24773.15,213228202
2025-09-09,24864.1,24891.8,24814.0,24868.6,226919775
2025-09-10,24991.0,25035.7,24915.05,24973.1,244146466
2025-09-11,24945.5,25037.3,24940.15,25005.5,224570983
